KL: [02:33:03.719] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [1] 蓝史莱姆 => Surface, PrimaryEnvironment: Surface
KL: [02:33:03.891] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [178] 蒸汽朋克人 => Desert, PrimaryEnvironment: Desert
KL: [02:33:03.892] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [179] 猩红斧 => UndergroundCrimson, PrimaryEnvironment: UndergroundCrimson
KL: [02:33:03.893] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [180] 猪龙 => CrimsonIce, PrimaryEnvironment: CrimsonIce
KL: [02:33:03.894] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [181] 脸怪 => Crimson, UndergroundCrimson, PrimaryEnvironment: UndergroundCrimson
KL: [02:33:03.895] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [182] 恶心浮游怪 => UndergroundCrimson, PrimaryEnvironment: UndergroundCrimson
KL: [02:33:03.896] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [183] 猩红史莱姆 => Crimson, UndergroundCrimson, PrimaryEnvironment: UndergroundCrimson
KL: [02:33:03.897] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [184] 尖刺冰雪史莱姆 => UndergroundSnow, PrimaryEnvironment: UndergroundSnow
KL: [02:33:03.898] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [185] 小雪怪 => UndergroundSnow, PrimaryEnvironment: UndergroundSnow
KL: [02:33:03.899] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [186] 僵尸 => None, PrimaryEnvironment: None
KL: [02:33:03.900] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [187] 僵尸 => None, PrimaryEnvironment: None
KL: [02:33:03.901] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [188] 僵尸 => None, PrimaryEnvironment: None
KL: [02:33:03.902] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [189] 僵尸 => None, PrimaryEnvironment: None
KL: [02:33:03.903] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [190] 恶魔眼 => None, PrimaryEnvironment: None
KL: [02:33:03.904] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [191] 恶魔眼 => None, PrimaryEnvironment: None
KL: [02:33:03.905] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [192] 恶魔眼 => None, PrimaryEnvironment: None
KL: [02:33:03.906] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [193] 恶魔眼 => None, PrimaryEnvironment: None
KL: [02:33:03.907] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [194] 恶魔眼 => None, PrimaryEnvironment: None
KL: [02:33:03.908] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [195] 迷失女孩 => Caverns, PrimaryEnvironment: Caverns
KL: [02:33:03.909] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [196] 宁芙 => Caverns, PrimaryEnvironment: Caverns
KL: [02:33:03.909] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [197] 装甲维京海盗 => UndergroundSnow, PrimaryEnvironment: UndergroundSnow
KL: [02:33:03.910] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [198] 丛林蜥蜴 => Temple, PrimaryEnvironment: Temple
KL: [02:33:03.911] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [199] 丛林蜥蜴 => None, PrimaryEnvironment: None
KL: [02:33:03.912] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [200] 僵尸 => None, PrimaryEnvironment: None
KL: [02:33:03.914] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [201] 骷髅 => Caverns, PrimaryEnvironment: Caverns
KL: [02:33:03.915] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [202] 骷髅 => Caverns, PrimaryEnvironment: Caverns
KL: [02:33:03.915] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [203] 骷髅 => Caverns, PrimaryEnvironment: Caverns
KL: [02:33:03.916] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [204] 尖刺丛林史莱姆 => UndergroundJungle, PrimaryEnvironment: UndergroundJungle
KL: [02:33:03.917] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [205] 蛾 => UndergroundJungle, PrimaryEnvironment: UndergroundJungle
KL: [02:33:03.918] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [206] 冰雪人鱼 => UndergroundSnow, PrimaryEnvironment: UndergroundSnow
KL: [02:33:03.919] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [207] 染料商 => Desert, PrimaryEnvironment: Desert
KL: [02:33:03.920] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [208] 派对女孩 => Hallow, PrimaryEnvironment: Hallow
KL: [02:33:03.921] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [209] 机器侠 => Snow, PrimaryEnvironment: Snow
KL: [02:33:03.922] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [210] 蜜蜂 => UndergroundJungle, PrimaryEnvironment: UndergroundJungle
KL: [02:33:03.923] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [211] 蜜蜂 => UndergroundJungle, PrimaryEnvironment: UndergroundJungle
KL: [02:33:03.924] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [212] 海盗水手 => None, PrimaryEnvironment: None
KL: [02:33:03.925] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [213] 私船海盗 => None, PrimaryEnvironment: None
KL: [02:33:03.926] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [214] 海盗神射手 => None, PrimaryEnvironment: None
KL: [02:33:03.928] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [215] 海盗弩手 => None, PrimaryEnvironment: None
KL: [02:33:03.929] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [216] 海盗船长 => None, PrimaryEnvironment: None
KL: [02:33:03.930] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [217] 胭脂虫 => Caverns, PrimaryEnvironment: Caverns
KL: [02:33:03.931] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [218] 青壳虫 => UndergroundSnow, PrimaryEnvironment: UndergroundSnow
KL: [02:33:03.932] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [219] 紫胶虫 => UndergroundJungle, PrimaryEnvironment: UndergroundJungle
KL: [02:33:03.933] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [220] 海蜗牛 => Ocean, PrimaryEnvironment: Ocean
KL: [02:33:03.934] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [221] 乌贼 => Ocean, PrimaryEnvironment: Ocean
KL: [02:33:03.935] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [222] 蜂王 => UndergroundJungle, PrimaryEnvironment: UndergroundJungle
KL: [02:33:03.936] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [223] 雨衣僵尸 => None, PrimaryEnvironment: None
KL: [02:33:03.937] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [224] 飞鱼 => Surface, PrimaryEnvironment: Surface
KL: [02:33:03.938] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [225] 雨伞史莱姆 => Surface, PrimaryEnvironment: Surface
KL: [02:33:03.939] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [226] 飞蛇 => Temple, PrimaryEnvironment: Temple
KL: [02:33:03.940] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [227] 油漆工 => Jungle, PrimaryEnvironment: Jungle
KL: [02:33:03.941] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [228] 巫医 => Jungle, PrimaryEnvironment: Jungle
KL: [02:33:03.942] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [229] 海盗 => Ocean, PrimaryEnvironment: Ocean
KL: [02:33:03.943] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [230] 金鱼 => None, PrimaryEnvironment: None
KL: [02:33:03.944] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [231] 黄蜂 => UndergroundJungle, PrimaryEnvironment: UndergroundJungle
KL: [02:33:03.945] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [232] 黄蜂 => UndergroundJungle, PrimaryEnvironment: UndergroundJungle
KL: [02:33:03.946] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [233] 黄蜂 => UndergroundJungle, PrimaryEnvironment: UndergroundJungle
KL: [02:33:03.947] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [234] 黄蜂 => UndergroundJungle, PrimaryEnvironment: UndergroundJungle
KL: [02:33:03.948] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [235] 黄蜂 => UndergroundJungle, PrimaryEnvironment: UndergroundJungle
KL: [02:33:03.949] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [236] 丛林蜘蛛 => None, PrimaryEnvironment: None
KL: [02:33:03.950] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [237] 丛林蜘蛛 => UndergroundJungle, PrimaryEnvironment: UndergroundJungle
KL: [02:33:03.951] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [238] 黑隐士 => SpiderNest, PrimaryEnvironment: SpiderNest
KL: [02:33:03.952] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [239] 血爬虫 => None, PrimaryEnvironment: None
KL: [02:33:03.953] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [240] 血爬虫 => Crimson, UndergroundCrimson, PrimaryEnvironment: UndergroundCrimson
KL: [02:33:03.954] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [241] 嗜血怪 => Crimson, UndergroundCrimson, PrimaryEnvironment: UndergroundCrimson
KL: [02:33:03.955] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [242] 血水母 => Crimson, UndergroundCrimson, PrimaryEnvironment: UndergroundCrimson
KL: [02:33:03.956] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [243] 冰雪巨人 => Snow, PrimaryEnvironment: Snow
KL: [02:33:03.957] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [244] 彩虹史莱姆 => Hallow, PrimaryEnvironment: Hallow
KL: [02:33:03.958] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [245] 石巨人 => Temple, PrimaryEnvironment: Temple
KL: [02:33:03.959] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [246] 石巨人头 => None, PrimaryEnvironment: None
KL: [02:33:03.960] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [247] 石巨人之拳 => None, PrimaryEnvironment: None
KL: [02:33:03.961] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [248] 石巨人之拳 => None, PrimaryEnvironment: None
KL: [02:33:03.962] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [249] 石巨人头 => None, PrimaryEnvironment: None
KL: [02:33:03.963] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [250] 愤怒雨云怪 => Surface, PrimaryEnvironment: Surface
KL: [02:33:03.964] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [251] 眼怪 => None, PrimaryEnvironment: None
KL: [02:33:03.965] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [252] 鹦鹉 => None, PrimaryEnvironment: None
KL: [02:33:03.966] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [253] 死神 => None, PrimaryEnvironment: None
KL: [02:33:03.967] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [254] 孢子僵尸 => SurfaceMushroom, PrimaryEnvironment: SurfaceMushroom
KL: [02:33:03.968] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [255] 孢子僵尸 => SurfaceMushroom, PrimaryEnvironment: SurfaceMushroom
KL: [02:33:03.969] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [256] 蘑菇鱼 => SurfaceMushroom, MushroomUnderground, PrimaryEnvironment: SurfaceMushroom
KL: [02:33:03.970] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [257] 歪尾真菌 => SurfaceMushroom, MushroomUnderground, PrimaryEnvironment: SurfaceMushroom
KL: [02:33:03.971] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [258] 瓢虫 => SurfaceMushroom, MushroomUnderground, PrimaryEnvironment: SurfaceMushroom
KL: [02:33:03.972] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [259] 真菌球怪 => SurfaceMushroom, MushroomUnderground, PrimaryEnvironment: SurfaceMushroom
KL: [02:33:03.973] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [260] 巨型真菌球怪 => SurfaceMushroom, MushroomUnderground, PrimaryEnvironment: SurfaceMushroom
KL: [02:33:03.974] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [261] 真菌孢子 => None, PrimaryEnvironment: None
KL: [02:33:03.976] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [262] 世纪之花 => UndergroundJungle, PrimaryEnvironment: UndergroundJungle
KL: [02:33:03.977] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [263] 世纪之花钩 => None, PrimaryEnvironment: None
KL: [02:33:03.978] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [264] 世纪之花触手 => None, PrimaryEnvironment: None
KL: [02:33:03.979] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [265] 孢子 => None, PrimaryEnvironment: None
KL: [02:33:03.980] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [266] 克苏鲁之脑 => Crimson, PrimaryEnvironment: Crimson
KL: [02:33:03.981] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [267] 飞眼怪 => Crimson, PrimaryEnvironment: Crimson
KL: [02:33:03.982] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [268] 灵液黏黏怪 => UndergroundCrimson, PrimaryEnvironment: UndergroundCrimson	
KL: [02:33:03.983] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [269] 生锈装甲骷髅 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:03.984] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [270] 生锈装甲骷髅 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:03.985] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [271] 生锈装甲骷髅 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:03.986] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [272] 生锈装甲骷髅 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:03.988] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [273] 蓝装甲骷髅 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:03.989] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [274] 蓝装甲骷髅 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:03.990] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [275] 蓝装甲骷髅 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:03.991] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [276] 蓝装甲骷髅 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:03.992] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [277] 地狱装甲骷髅 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:03.993] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [278] 地狱装甲骷髅 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:03.994] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [279] 地狱装甲骷髅 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:03.995] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [280] 地狱装甲骷髅 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:03.996] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [281] 褴褛邪教徒法师 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:03.997] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [282] 褴褛邪教徒法师 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:03.998] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [283] 死灵法师 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:03.999] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [284] 死灵法师 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:04.000] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [285] 魔教徒 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:04.001] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [286] 魔教徒 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:04.002] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [287] 骷髅李小龙 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:04.003] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [288] 地牢幽魂 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:04.004] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [289] 巨型诅咒骷髅头 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:04.005] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [290] 圣骑士 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:04.006] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [291] 骷髅狙击手 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:04.007] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [292] 骷髅特警 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:04.008] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [293] 骷髅突击手 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:04.009] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [294] 愤怒骷髅怪 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:04.010] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [295] 愤怒骷髅怪 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:04.011] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [296] 愤怒骷髅怪 => Dungeon, PrimaryEnvironment: Dungeon
KL: [02:33:04.012] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [297] 冠蓝鸦 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.013] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [298] 红雀 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.014] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [299] 松鼠 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.015] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [300] 老鼠 => Underground, PrimaryEnvironment: Underground
KL: [02:33:04.016] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [301] 乌鸦 => Graveyard, PrimaryEnvironment: Graveyard
KL: [02:33:04.017] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [302] 史莱姆 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.018] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [303] 兔兔 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.019] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [304] 弹跳杰克南瓜灯 => Graveyard, PrimaryEnvironment: Graveyard
KL: [02:33:04.020] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [305] 稻草人 => None, PrimaryEnvironment: None
KL: [02:33:04.021] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [306] 稻草人 => None, PrimaryEnvironment: None
KL: [02:33:04.022] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [307] 稻草人 => None, PrimaryEnvironment: None
KL: [02:33:04.023] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [308] 稻草人 => None, PrimaryEnvironment: None
KL: [02:33:04.024] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [309] 稻草人 => None, PrimaryEnvironment: None
KL: [02:33:04.025] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [310] 稻草人 => None, PrimaryEnvironment: None
KL: [02:33:04.026] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [311] 稻草人 => None, PrimaryEnvironment: None
KL: [02:33:04.027] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [312] 稻草人 => None, PrimaryEnvironment: None
KL: [02:33:04.028] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [313] 稻草人 => None, PrimaryEnvironment: None
KL: [02:33:04.029] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [314] 稻草人 => None, PrimaryEnvironment: None
KL: [02:33:04.030] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [315] 无头骑士 => None, PrimaryEnvironment: None
KL: [02:33:04.031] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [316] 鬼魂 => Graveyard, PrimaryEnvironment: Graveyard
KL: [02:33:04.032] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [317] 恶魔眼 => None, PrimaryEnvironment: None
KL: [02:33:04.033] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [318] 恶魔眼 => None, PrimaryEnvironment: None
KL: [02:33:04.034] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [319] 僵尸 => None, PrimaryEnvironment: None
KL: [02:33:04.035] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [320] 僵尸 => None, PrimaryEnvironment: None
KL: [02:33:04.036] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [321] 僵尸 => None, PrimaryEnvironment: None
KL: [02:33:04.037] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [322] 骷髅 => Caverns, PrimaryEnvironment: Caverns
KL: [02:33:04.038] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [323] 骷髅 => Caverns, PrimaryEnvironment: Caverns
KL: [02:33:04.039] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [324] 骷髅 => Caverns, PrimaryEnvironment: Caverns
KL: [02:33:04.040] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [325] 哀木 => None, PrimaryEnvironment: None
KL: [02:33:04.041] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [326] 树精 => None, PrimaryEnvironment: None
KL: [02:33:04.042] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [327] 南瓜王 => None, PrimaryEnvironment: None
KL: [02:33:04.043] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [328] 南瓜王 => None, PrimaryEnvironment: None
KL: [02:33:04.044] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [329] 地狱犬 => None, PrimaryEnvironment: None
KL: [02:33:04.045] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [330] 胡闹鬼 => None, PrimaryEnvironment: None
KL: [02:33:04.046] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [331] 僵尸 => None, PrimaryEnvironment: None
KL: [02:33:04.047] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [332] 僵尸 => None, PrimaryEnvironment: None
KL: [02:33:04.048] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [333] 史莱姆 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.049] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [334] 史莱姆 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.050] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [335] 史莱姆 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.051] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [336] 史莱姆 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.052] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [337] 兔兔 => Surface, PrimaryEnvironment: Surface
KL: [02:33:04.053] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [338] 僵尸精灵 => None, PrimaryEnvironment: None
KL: [02:33:04.054] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [339] 僵尸精灵 => None, PrimaryEnvironment: None
KL: [02:33:04.055] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [340] 僵尸精灵 => None, PrimaryEnvironment: None
KL: [02:33:04.056] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [341] 礼物宝箱怪 => None, PrimaryEnvironment: None
KL: [02:33:04.057] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [342] 姜饼人 => None, PrimaryEnvironment: None
KL: [02:33:04.058] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [343] 雪兽 => None, PrimaryEnvironment: None
KL: [02:33:04.059] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [344] 常绿尖叫怪 => None, PrimaryEnvironment: None
KL: [02:33:04.060] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [345] 冰雪女王 => None, PrimaryEnvironment: None
KL: [02:33:04.061] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [346] 圣诞坦克 => None, PrimaryEnvironment: None
KL: [02:33:04.062] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [347] 精灵直升机 => None, PrimaryEnvironment: None
KL: [02:33:04.063] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [348] 胡桃夹士 => None, PrimaryEnvironment: None
KL: [02:33:04.064] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [349] 胡桃夹士 => None, PrimaryEnvironment: None
KL: [02:33:04.065] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [350] 精灵弓箭手 => None, PrimaryEnvironment: None
KL: [02:33:04.066] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [351] 坎卜斯 => None, PrimaryEnvironment: None
KL: [02:33:04.067] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [352] 雪花怪 => None, PrimaryEnvironment: None
KL: [02:33:04.068] [Main Thread/INFO] [KL]: [Log][SinglePlayer] NPC环境: [353] 发型师 => Ocean, PrimaryEnvironment: Ocean
